,gameId,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,preSnapHomeScore,preSnapVisitorScore,passResult,penaltyYards,prePenaltyPlayResult,playResult,absoluteYardlineNumber,offenseFormation,personnelO,defendersInBox,personnelD,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,Inj_Occured,foul_on_play,frac_quarter_elapsed
14,2021090900,1,1,10,DAL,TB,TB,29,7,0,C,0.0,7,7,39.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,1,Quarters,Zone,0,0,0.84
15,2021090900,1,2,3,DAL,TB,TB,22,7,0,C,0.0,22,22,32.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0,Cover-1,Man,1,0,0.89
16,2021090900,1,2,7,TB,DAL,TB,28,7,7,C,0.0,27,27,38.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,1,Cover-2,Zone,0,1,0.9299999999999999
17,2021090900,1,2,5,TB,DAL,DAL,40,7,7,I,0.0,0,0,70.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.99
18,2021090900,1,3,5,TB,DAL,DAL,40,7,7,I,0.0,0,0,70.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.99
19,2021090900,2,2,8,DAL,TB,DAL,7,7,7,C,0.0,5,5,17.0,SHOTGUN,"1 RB, 0 TE, 4 WR",5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.040000000000000036
20,2021090900,2,2,8,TB,DAL,DAL,48,7,7,C,0.0,5,5,58.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.18999999999999995
21,2021090900,2,3,3,TB,DAL,DAL,43,7,7,C,0.0,19,19,53.0,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,2-Man,Man,0,1,0.22999999999999998
22,2021090900,2,1,10,TB,DAL,DAL,24,7,7,C,0.0,17,17,34.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,1,Quarters,Zone,0,0,0.25
23,2021090900,2,2,2,TB,DAL,DAL,2,7,7,C,0.0,2,2,12.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,0,0,0.33999999999999997
24,2021090900,2,1,10,DAL,TB,DAL,25,14,7,C,0.0,22,22,35.0,SINGLEBACK,"2 RB, 1 TE, 2 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,1,Cover-3,Zone,0,0,0.35
25,2021090900,2,1,10,DAL,TB,DAL,47,14,7,I,14.0,0,14,57.0,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",UNKNOWN,0,Cover-1,Man,0,1,0.39
26,2021090900,2,1,10,DAL,TB,TB,39,14,7,C,0.0,6,6,71.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,1,Cover-3,Zone,0,0,0.4
27,2021090900,2,1,10,DAL,TB,TB,25,14,7,I,5.0,0,5,85.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",UNKNOWN,1,Cover-3,Zone,0,1,0.44999999999999996
28,2021090900,2,2,7,DAL,TB,TB,17,14,7,C,0.0,4,4,93.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.5
29,2021090900,2,3,3,DAL,TB,TB,13,14,7,I,0.0,0,0,97.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.55
30,2021090900,2,2,8,DAL,TB,TB,25,14,7,I,0.0,0,0,85.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.62
31,2021090900,2,3,8,DAL,TB,TB,25,14,7,C,0.0,13,13,85.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0,Cover-0,Man,0,0,0.63
32,2021090900,2,2,3,DAL,TB,TB,5,14,7,C,0.0,5,5,105.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0,Cover-0,Man,0,0,0.71
33,2021090900,2,2,6,DAL,TB,TB,17,14,13,I,0.0,0,0,93.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.77
34,2021090900,2,3,6,DAL,TB,TB,17,14,13,I,0.0,0,0,93.0,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.77
35,2021090900,2,1,10,TB,DAL,TB,43,14,16,C,0.0,10,10,67.0,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.79
36,2021090900,2,1,10,TB,DAL,DAL,47,14,16,C,0.0,47,47,57.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,2-Man,Man,0,0,0.8200000000000001
37,2021090900,2,1,10,DAL,TB,DAL,25,21,16,C,0.0,11,11,35.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.8200000000000001
38,2021090900,2,1,10,DAL,TB,DAL,36,21,16,C,26.0,8,11,46.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",UNKNOWN,0,Quarters,Zone,0,1,0.87
39,2021090900,2,1,10,DAL,TB,TB,38,21,16,C,0.0,7,7,72.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.87
40,2021090900,2,2,3,DAL,TB,TB,31,21,16,I,0.0,0,0,79.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.88
41,2021090900,2,3,3,DAL,TB,TB,31,21,16,C,0.0,10,10,79.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.89
42,2021090900,2,1,10,DAL,TB,TB,21,21,16,I,0.0,0,0,89.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.92
43,2021090900,2,2,10,DAL,TB,TB,21,21,16,S,0.0,-12,-12,89.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",SCRAMBLE,0,Quarters,Zone,0,0,0.92
44,2021090900,2,3,22,DAL,TB,TB,33,21,16,R,-10.0,4,-10,77.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",UNKNOWN,0,Quarters,Zone,0,1,0.96
45,2021090900,2,3,32,DAL,TB,TB,43,21,16,R,0.0,1,1,67.0,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,0,Quarters,Zone,1,0,0.97
46,2021090900,2,1,10,TB,DAL,UNK,50,21,16,I,0.0,0,0,60.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,2-Man,Man,0,0,0.98
47,2021090900,2,2,10,TB,DAL,UNK,50,21,16,I,0.0,0,0,60.0,SHOTGUN,"1 RB, 0 TE, 4 WR",4.0,"2 DL, 2 LB, 7 DB",TRADITIONAL,0,Prevent,Other,0,0,0.99
48,2021090900,2,3,10,TB,DAL,UNK,50,21,16,IN,0.0,0,0,60.0,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,"2 DL, 2 LB, 7 DB",TRADITIONAL,0,Prevent,Other,0,0,0.99
49,2021090900,3,2,10,DAL,TB,DAL,25,21,16,C,0.0,5,5,35.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,1,0,0.0
50,2021090900,3,3,5,DAL,TB,DAL,30,21,16,C,0.0,16,16,40.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.040000000000000036
51,2021090900,3,3,4,DAL,TB,TB,48,21,16,C,0.0,14,14,62.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Bracket,Other,0,0,0.15000000000000002
52,2021090900,3,1,10,DAL,TB,TB,34,21,16,I,0.0,0,0,76.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.18000000000000005
53,2021090900,3,2,10,DAL,TB,TB,34,21,16,I,16.0,0,16,76.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",UNKNOWN,0,Quarters,Zone,0,1,0.18999999999999995
54,2021090900,3,2,4,DAL,TB,TB,12,21,16,C,0.0,4,4,98.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.24
55,2021090900,3,2,5,DAL,TB,TB,5,21,16,C,0.0,3,3,105.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,1,Red Zone,Other,0,0,0.30000000000000004
56,2021090900,3,1,10,TB,DAL,TB,33,21,19,I,0.0,0,0,77.0,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.39
57,2021090900,3,2,10,TB,DAL,TB,33,21,19,I,0.0,0,0,77.0,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.4
58,2021090900,3,3,10,TB,DAL,TB,33,21,19,I,0.0,0,0,77.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,1,0.4
59,2021090900,3,1,10,DAL,TB,DAL,25,21,19,IN,10.0,0,0,35.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 4 LB, 3 DB",TRADITIONAL,0,Cover-2,Zone,0,1,0.42000000000000004
60,2021090900,3,1,10,TB,DAL,DAL,35,21,19,C,0.0,20,20,45.0,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.43000000000000005
61,2021090900,3,2,8,TB,DAL,DAL,13,21,19,C,0.0,2,2,23.0,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.52
62,2021090900,3,3,6,TB,DAL,DAL,11,21,19,C,0.0,11,11,21.0,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-0,Man,0,0,0.5700000000000001
63,2021090900,3,1,10,DAL,TB,DAL,38,28,19,C,0.0,7,7,48.0,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,0,Cover-6,Zone,0,0,0.6
64,2021090900,3,1,10,DAL,TB,DAL,48,28,19,C,0.0,10,10,58.0,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.6799999999999999
65,2021090900,3,2,10,DAL,TB,TB,42,28,19,C,0.0,9,9,68.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,0,Cover-6,Zone,0,0,0.77
66,2021090900,3,3,1,DAL,TB,TB,33,28,19,C,0.0,6,6,77.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,1,Cover-1,Man,0,0,0.8200000000000001
67,2021090900,3,1,10,DAL,TB,TB,27,28,19,R,0.0,2,2,83.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",SCRAMBLE,0,Cover-6,Zone,0,0,0.86
68,2021090900,3,3,4,DAL,TB,TB,21,28,19,C,0.0,21,21,89.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.96
69,2021090900,3,1,10,TB,DAL,TB,25,28,26,C,0.0,10,10,85.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.96
70,2021090900,4,3,2,TB,DAL,TB,48,28,26,C,0.0,5,5,58.0,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.08999999999999997
71,2021090900,4,2,10,TB,DAL,DAL,47,28,26,I,0.0,0,0,63.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.18999999999999995
72,2021090900,4,3,10,TB,DAL,DAL,47,28,26,I,0.0,0,0,63.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.18999999999999995
73,2021090900,4,2,8,DAL,TB,DAL,8,28,26,I,0.0,0,0,102.0,EMPTY,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.25
74,2021090900,4,3,8,DAL,TB,DAL,8,28,26,I,0.0,0,0,102.0,SHOTGUN,"2 RB, 0 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.26
75,2021090900,4,1,10,TB,DAL,TB,37,28,26,C,0.0,7,7,47.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.27
76,2021090900,4,2,4,TB,DAL,DAL,41,28,26,C,0.0,7,7,69.0,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.4
77,2021090900,4,1,15,TB,DAL,DAL,39,28,26,C,0.0,9,9,71.0,SHOTGUN,"1 RB, 0 TE, 4 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.45999999999999996
78,2021090900,4,2,6,TB,DAL,DAL,30,28,26,C,0.0,7,7,80.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.51
79,2021090900,4,1,10,TB,DAL,DAL,23,28,26,C,0.0,3,3,87.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,1,Cover-1,Man,0,0,0.54
80,2021090900,4,2,9,DAL,TB,DAL,11,28,26,C,0.0,3,3,99.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.72
81,2021090900,4,3,1,DAL,TB,DAL,19,28,26,C,0.0,6,6,91.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.76
82,2021090900,4,1,10,DAL,TB,DAL,36,28,26,I,0.0,0,0,74.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.84
83,2021090900,4,2,10,DAL,TB,DAL,36,28,26,C,-10.0,23,-10,74.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB",UNKNOWN,0,Cover-2,Zone,0,1,0.84
84,2021090900,4,2,20,DAL,TB,DAL,26,28,26,C,0.0,9,9,84.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.85
85,2021090900,4,3,11,DAL,TB,DAL,35,28,26,C,0.0,31,31,75.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Bracket,Other,0,0,0.87
86,2021090900,4,3,6,DAL,TB,TB,30,28,26,C,-10.0,0,-10,40.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",UNKNOWN,0,Quarters,Zone,0,1,0.89
87,2021090900,4,3,16,DAL,TB,TB,40,28,26,C,0.0,10,10,50.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.89
88,2021090900,4,2,2,TB,DAL,TB,33,28,29,I,0.0,0,0,43.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.91
89,2021090900,4,3,2,TB,DAL,TB,33,28,29,C,0.0,4,4,43.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.92
90,2021090900,4,1,15,TB,DAL,TB,32,28,29,C,0.0,6,6,42.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-2,Zone,0,0,0.94
91,2021090900,4,2,9,TB,DAL,TB,38,28,29,C,0.0,20,20,48.0,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.95
92,2021090900,4,1,10,TB,DAL,DAL,42,28,29,I,0.0,0,0,68.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.97
93,2021090900,4,2,10,TB,DAL,DAL,42,28,29,C,0.0,24,24,68.0,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.97
94,2021090900,4,1,10,TB,DAL,DAL,18,28,29,I,0.0,0,0,92.0,SHOTGUN,"1 RB, 0 TE, 4 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,2-Man,Man,0,0,0.98
95,2021090900,4,2,10,TB,DAL,DAL,18,28,29,I,0.0,0,0,92.0,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,2-Man,Man,0,0,0.98
96,2021090900,4,3,10,TB,DAL,DAL,18,28,29,I,0.0,0,0,92.0,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-0,Man,0,0,0.99
97,2021091200,1,1,10,ATL,PHI,ATL,25,0,0,C,0.0,16,16,35.0,I_FORM,"2 RB, 2 TE, 1 WR",7.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,1,Cover-2,Zone,0,0,0.0
98,2021091200,1,2,6,ATL,PHI,PHI,43,0,0,C,0.0,1,1,67.0,SINGLEBACK,"2 RB, 2 TE, 1 WR",6.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,1,Cover-2,Zone,0,0,0.07999999999999996
99,2021091200,1,3,5,ATL,PHI,PHI,42,0,0,C,0.0,11,11,68.0,EMPTY,"2 RB, 2 TE, 1 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.12
100,2021091200,1,1,10,ATL,PHI,PHI,31,0,0,I,0.0,0,0,79.0,SINGLEBACK,"2 RB, 2 TE, 1 WR",7.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,1,Cover-3,Zone,0,0,0.14
101,2021091200,1,3,7,ATL,PHI,PHI,28,0,0,C,0.0,12,12,82.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Cover-3,Zone,0,0,0.18999999999999995
102,2021091200,1,2,7,ATL,PHI,PHI,13,0,0,C,0.0,7,7,97.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,1,Cover-3,Zone,0,0,0.26
103,2021091200,1,2,3,ATL,PHI,PHI,3,0,0,I,0.0,0,0,107.0,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,1,Red Zone,Other,0,0,0.31999999999999995
104,2021091200,1,3,3,ATL,PHI,PHI,3,0,0,I,0.0,0,0,107.0,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,0,Red Zone,Other,0,0,0.32999999999999996
105,2021091200,1,3,4,PHI,ATL,ATL,18,3,0,C,0.0,18,18,28.0,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,0,Cover-1,Man,0,0,0.5700000000000001
106,2021091200,1,1,10,ATL,PHI,ATL,32,3,7,C,0.0,3,3,42.0,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,1,Cover-6,Zone,0,0,0.61
107,2021091200,1,1,10,ATL,PHI,ATL,46,3,7,C,0.0,7,7,56.0,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,1,Cover-2,Zone,0,0,0.69
108,2021091200,1,2,9,ATL,PHI,PHI,32,3,7,I,0.0,0,0,78.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,0,Quarters,Zone,0,0,0.8
109,2021091200,1,3,9,ATL,PHI,PHI,32,3,7,R,0.0,8,8,78.0,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB",SCRAMBLE,0,Quarters,Zone,1,0,0.81
110,2021091200,1,4,1,ATL,PHI,PHI,24,3,7,C,0.0,1,1,86.0,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,0,0,0.83
111,2021091200,1,1,2,ATL,PHI,PHI,2,3,7,I,-5.0,0,-5,108.0,JUMBO,"2 RB, 3 TE, 0 WR",8.0,"4 DL, 3 LB, 4 DB",UNKNOWN,1,Red Zone,Other,0,0,0.98
